,Bleu_1,Bleu_2,Bleu_3,Bleu_4,CIDEr,METEOR,ROUGE_L,val_loss
0,0.9053814123643942,0.9049142731394282,0.90469468689893,0.9045359362675159,0.0,0.7039427679524107,0.9562783449608153,0.8454468267036154
1,0.91773422542895,0.9116223513731756,0.9087731706050105,0.9071911657087441,0.0,0.6704089047264069,0.951485162955684,0.752404431223579
2,0.9053814123643942,0.9049142731394282,0.90469468689893,0.9045359362675159,0.0,0.7039427679524107,0.9562783449608153,1.0853130360032652
3,0.8977333877279858,0.8925725084739489,0.8901994329058226,0.8886080299883445,0.0,0.6738598935267573,0.9408998893523862,0.3669461337640236
4,0.9102532900745143,0.9075577257606274,0.9065156996724245,0.9059292642965671,0.0,0.6874139055978826,0.9594510338871217,0.3595526660676772
5,0.9102532900745143,0.9075577257606274,0.9065156996724245,0.9059292642965671,0.0,0.6874139055978826,0.9594510338871217,0.3818910515758092
6,0.9053814123643942,0.9049142731394282,0.90469468689893,0.9045359362675159,0.0,0.7039427679524107,0.9562783449608153,0.32583867136906136
7,0.9053814123643942,0.9049142731394282,0.90469468689893,0.9045359362675159,0.0,0.7039427679524107,0.9562783449608153,0.32529645254686135
8,0.9053814123643942,0.9049142731394282,0.90469468689893,0.9045359362675159,0.0,0.7039427679524107,0.9562783449608153,0.3258953244349911
9,0.9053814123643942,0.9049142731394282,0.90469468689893,0.9045359362675159,0.0,0.7039427679524107,0.9562783449608153,0.32181158435206114
10,0.9050038668925183,0.9045632283538075,0.9043530056320718,0.9041993597971401,0.0,0.7045808315702013,0.9560779714407425,
