,Bleu_1,Bleu_2,Bleu_3,Bleu_4,CIDEr,METEOR,ROUGE_L,val_loss
0,0.9335350373757242,0.9219503930414925,0.9165430095060844,0.9132961620963883,0.0,0.6570585912307709,0.9541462991171038,0.5913188317152571
1,0.9278402600441155,0.919248080997809,0.9152313815810482,0.9127754468274301,0.0,0.6680518886924438,0.9546625196321368,0.6053495150752208
2,0.9201904683692188,0.9149444096970514,0.9124668794903226,0.9108923018620423,0.0,0.6778784367866382,0.9561629748921281,0.3408630073812743
3,0.9148033066964397,0.9108908786355289,0.9088896673445459,0.9077900216867562,0.0,0.6807902708374904,0.9545548011253012,0.3538535991497449
4,0.9245031386550248,0.9173532030030005,0.9141371561131991,0.9121345756182855,0.0,0.6726989393095608,0.9553467145348994,0.3251092391313615
5,0.9288511488021681,0.9190144614756854,0.9146634942787815,0.9119138581157327,0.0,0.6643338037482376,0.9526527699645192,0.3190441379618109
6,0.9323412573136538,0.9222626052798336,0.917707646333279,0.914843643746644,0.0,0.6653828624921466,0.9517151383837947,0.3141994419351185
7,0.9327830790504432,0.9229735494159779,0.9185375745918453,0.9157248241360603,0.0,0.6699592682706009,0.9529967358909422,0.3111345084040107
8,0.9333796193763882,0.9236771958691122,0.9191314372774139,0.9162711053624845,0.0,0.6687601294265412,0.9536885847102452,0.3069484454604001
9,0.9331646482503575,0.92293696381138,0.9182073095488141,0.9152524129270967,0.0,0.6673820768894774,0.9531708019646359,0.3049456899571341
10,0.9316351837126482,0.9217923600239021,0.9172437088134577,0.9143887885396792,0.0,0.6681244818929039,0.953074032411045,
