,Bleu_1,Bleu_2,Bleu_3,Bleu_4,CIDEr,METEOR,ROUGE_L,val_loss
0,0.9294226473152268,0.9201484575147492,0.9159836862866296,0.9135251177848558,0.0,0.668665246592114,0.9535329726760297,0.26203663804998556
1,0.9305306052735427,0.9212207426565969,0.9170979918078136,0.914652050468966,0.0,0.6703048855414109,0.9544794831120293,0.2521513195832753
2,0.9327217179874897,0.9229432703850527,0.9185717055621412,0.9159763993559519,0.0,0.6714351452416591,0.9551835816947839,0.24504248933669853
3,0.9322350265658496,0.9226150194484231,0.9182991224478022,0.9157298393266599,0.0,0.6728279377010924,0.9550213448536408,0.24684939905710093
4,0.9340727228166015,0.9244498519879416,0.9200710399638897,0.9173954162189407,0.0,0.6753846948846509,0.9556671788746189,0.23557244579411768
5,0.934230838862669,0.9244797264316527,0.9200623494760035,0.9173581987531417,0.0,0.6748771697140337,0.9556292530591203,0.23540988636932703
6,0.934607972737703,0.9245468658135529,0.9199894123788992,0.917200957780177,0.0,0.6738433820357357,0.9557074136441006,0.2356387380564831
7,0.9363013122946352,0.9265703850384293,0.9221293716599948,0.9193766212945,0.0,0.6770855990221888,0.9566281995488841,0.23301476340672278
8,0.9365257622093272,0.9267933934330925,0.9223343646713749,0.9195786649174775,0.0,0.6770271651226889,0.9568282786355884,0.2329885024158513
9,0.936490481199625,0.9268862147925837,0.9224524647564761,0.9196867303731159,0.0,0.6773663218432989,0.9569299354056081,0.23303511663870805
10,0.9343165381882803,0.9245947607014184,0.9200373735651604,0.9172636380508818,0.0,0.6741195856476765,0.9563542100916888,
