,Bleu_1,Bleu_2,Bleu_3,Bleu_4,CIDEr,METEOR,ROUGE_L,val_loss
0,0.929166401807959,0.9206335352878823,0.9167817816286037,0.9144572306681716,0.0,0.6714605996052996,0.9538081920499808,0.261718153334582
1,0.9334322802820617,0.9241857360997938,0.9199852187205352,0.9174511817003975,0.0,0.6738802898492993,0.9552693307441117,0.24999519302220224
2,0.9315885434284427,0.922136742767608,0.9178699117773746,0.9153276781526675,0.0,0.6720059477786776,0.955122951066061,0.24510093099661337
3,0.9320501751549405,0.9232776423575906,0.9191047210317338,0.9166196204053085,0.0,0.6764801398102275,0.9551775885259034,0.24216941143229226
4,0.9329975812584737,0.9235167003320935,0.9191822043180866,0.9165866452314069,0.0,0.6741046995495011,0.9549875515663866,0.2406418406886114
5,0.9340522416986906,0.9244038298727104,0.9199826721406036,0.9173670005397307,0.0,0.6731205787458848,0.9558289952148326,0.23982624744046663
6,0.9329591108531997,0.9234174080265827,0.918888982728925,0.9161695913278575,0.0,0.6745646633392423,0.9556765269651794,0.2389670415260509
7,0.9325125842876134,0.9230690574711828,0.9187611449832048,0.9161585424317306,0.0,0.6731185586629991,0.9549544803974562,0.2405570616141699
8,0.933237373336316,0.9237909959691865,0.9193754829042184,0.9166778654117053,0.0,0.6736258838371234,0.9554104735621589,0.2325154498061324
9,0.9330565921658331,0.9237621779007154,0.9193990836113142,0.9167113360537423,0.0,0.6738215959142501,0.9555011305882978,0.23270934363068374
10,0.9326595198894385,0.9231439856778954,0.9187119788822972,0.915988993380513,0.0,0.6741361503373811,0.9552131467247157,
