,Bleu_1,Bleu_2,Bleu_3,Bleu_4,CIDEr,METEOR,ROUGE_L,val_loss
0,0.9301012493778494,0.9214665064391996,0.9175757728466517,0.9152378390091507,0.0,0.6736559104161495,0.9544510638259601,0.25962736409075177
1,0.9305344266999868,0.9218592529692027,0.9179471172435477,0.9155977003417725,0.0,0.6743036720576144,0.9544951795135729,0.2510390616249842
2,0.9328456552811403,0.9234575313344398,0.9191243942137253,0.9165151141751825,0.0,0.6745860206815768,0.9552646644796905,0.24553182859858547
3,0.9334380179695523,0.9238285858916385,0.919258722173265,0.9165413447510418,0.0,0.6723838454689077,0.9554233201350044,0.2428063121519232
4,0.9333114915492605,0.9235868432593325,0.9189211019282195,0.9161139324133812,0.0,0.6698127437798174,0.95497212416932,0.24380618526902384
5,0.9335726473060381,0.9241759357682292,0.9198398776461921,0.917232325766146,0.0,0.6741047296826436,0.9560622129410024,0.23376712414324735
6,0.9341030608955736,0.9245689122618652,0.920091163029693,0.9173905653809933,0.0,0.6747945634091799,0.955949226175931,0.2338687577887624
7,0.9350885629044344,0.9253016470619585,0.9208077333942246,0.918069726692869,0.0,0.6750909758938927,0.9565727932120022,0.23175760900273687
8,0.9350038895418727,0.9251710147715521,0.9206327219102685,0.9178580872880642,0.0,0.6739308076678412,0.956429928961791,0.2317305255811541
9,0.9348955116843768,0.9250624646263778,0.9205059195413742,0.9177235042309746,0.0,0.6748355633640983,0.9565274456075535,0.2317571048870664
10,0.9333403271730515,0.9238806606795358,0.9194566778038976,0.9167418274561399,0.0,0.6769214401953232,0.9555764955515612,
