,Bleu_1,Bleu_2,Bleu_3,Bleu_4,CIDEr,METEOR,ROUGE_L,val_loss
0,0.9264003851264517,0.917753899379733,0.9138228222714616,0.9115119925762144,0.0,0.6665281777255129,0.953232698521202,0.31942214408418423
1,0.9285512536305742,0.9189676835469818,0.9146309310409961,0.9120928317537693,0.0,0.6655719245115066,0.9524311815346238,0.3106279590958834
2,0.929821394304849,0.9200969721371491,0.9156223659615782,0.9129541308088053,0.0,0.6657337002143218,0.9534202455910278,0.30950617762834104
3,0.9249598346870963,0.9176936329397335,0.9142662515883875,0.9121869514205775,0.0,0.6730898454088726,0.9524464160612435,0.3084770566876066
4,0.9252970549223112,0.917480774175553,0.91384982288777,0.9116678713906968,0.0,0.6681074059124078,0.9518267824858078,0.351456587330929
5,0.9297958147491604,0.9203252967414064,0.9160443479987781,0.9134763685907629,0.0,0.6668890238000504,0.9531307558130734,0.2945960746477321
6,0.9271405178152454,0.9182273063447693,0.914338968760953,0.9120433255813417,0.0,0.6688819772296707,0.9532363133615701,0.2897906162083349
7,0.9304566788005413,0.9211187679970705,0.9169423714679311,0.9144328279118858,0.0,0.667918656205721,0.9537488163925123,0.28684448990999095
8,0.9312651012452788,0.9213895439757381,0.9169495843737064,0.9142634271776902,0.0,0.6672776766063253,0.9536193347801963,0.28527322236390495
9,0.9299606678294626,0.9205180743233148,0.9162983871995888,0.9137564702808192,0.0,0.6686409586149922,0.9536085939301585,0.28758318904173297
10,0.9319385451411512,0.9225930905694939,0.9182784288483932,0.915567479573666,0.0,0.6696671683500752,0.954126331479371,
