,Bleu_1,Bleu_2,Bleu_3,Bleu_4,CIDEr,METEOR,ROUGE_L,val_loss
0,0.906942790463669,0.8959250074362249,0.8916987867301058,0.889320336229384,0.0,0.6534134324538559,0.9445088766379388,
1,0.906942790463669,0.8959250074362249,0.8916987867301058,0.889320336229384,0.0,0.6534134324538559,0.9445088766379388,
2,0.906942790463669,0.8959250074362249,0.8916987867301058,0.889320336229384,0.0,0.6534134324538559,0.9445088766379388,
3,0.906942790463669,0.8959250074362249,0.8916987867301058,0.889320336229384,0.0,0.6534134324538559,0.9445088766379388,
4,0.906942790463669,0.8959250074362249,0.8916987867301058,0.889320336229384,0.0,0.6534134324538559,0.9445088766379388,
5,0.906942790463669,0.8959250074362249,0.8916987867301058,0.889320336229384,0.0,0.6534134324538559,0.9445088766379388,
6,0.906942790463669,0.8959250074362249,0.8916987867301058,0.889320336229384,0.0,0.6534134324538559,0.9445088766379388,
7,0.906942790463669,0.8959250074362249,0.8916987867301058,0.889320336229384,0.0,0.6534134324538559,0.9445088766379388,
8,0.906942790463669,0.8959250074362249,0.8916987867301058,0.889320336229384,0.0,0.6534134324538559,0.9445088766379388,
9,0.906942790463669,0.8959250074362249,0.8916987867301058,0.889320336229384,0.0,0.6534134324538559,0.9445088766379388,
10,0.9080524437742241,0.8964929529432465,0.8921769527197598,0.8897611711789392,0.0,0.6524955194956823,0.9453262097844165,
