,Bleu_1,Bleu_2,Bleu_3,Bleu_4,CIDEr,METEOR,ROUGE_L,val_loss
0,0.9305746961714416,0.9211173721746702,0.9167646785059015,0.9141654064294769,0.0,0.6664688867764668,0.9545836182375417,0.2726695039652126
1,0.9236821803800691,0.9152412293586318,0.9113604618025961,0.9091180029808378,0.0,0.6679340197399685,0.9532587483090751,0.3960149640826209
2,0.9278560526312253,0.918212673651929,0.9139290901563116,0.9114215556563147,0.0,0.6637367709409389,0.9520780237568817,0.29942393783851895
3,0.9323615121262588,0.9221261908254974,0.9174863446169671,0.9146566539399942,0.0,0.6648793942218647,0.9542077992052456,0.28081422109997833
4,0.9332442937338217,0.92311711559008,0.9183839360564414,0.9154869439534538,0.0,0.6647911954426504,0.9547484988762039,0.27623861907340586
5,0.9325800573702225,0.9228016966605392,0.9182507383131995,0.9154397700751202,0.0,0.6662707675574422,0.9548159413887513,0.2750040972895062
6,0.9327405867086179,0.9230555398704737,0.918601044883522,0.9158563506287984,0.0,0.6668875912315303,0.9548970135098072,0.27464952027595574
7,0.9325541939738425,0.922850855435471,0.9184005964462894,0.9156579538543084,0.0,0.6667132250310446,0.954783719826652,0.2744547963082141
8,0.9327587430257616,0.9230121225907971,0.9185398189344738,0.9157803081612786,0.0,0.6665610099398093,0.9548194647970458,0.27440148344681015
9,0.9326694502758239,0.9229454238688034,0.918480455740745,0.9157245165247961,0.0,0.6665589230420323,0.9547908898771983,0.27440190272521203
10,0.9298202109482764,0.9197800840903798,0.9154175846779442,0.912890673659176,0.0,0.6653488472462783,0.9538709178469967,
