,Bleu_1,Bleu_2,Bleu_3,Bleu_4,CIDEr,METEOR,ROUGE_L,accuracy,ppl,val_loss
0,0.9299842817528898,0.92122863561774,0.9173283758525215,0.9149992934181373,0.0,0.6724528530738609,0.9536886433690864,0.9167968749999967,1.3181362260397114,0.2762187888877212
1,0.9326253735814121,0.9232659861155492,0.9189453068296436,0.9163913055539727,0.0,0.6710318665743285,0.9553256956191011,0.9182617187499968,1.2936613400554013,0.25747644625751703
2,0.9326623070184474,0.9233754573593218,0.9191470400767129,0.9165849617990323,0.0,0.6738857215353389,0.9554913044916967,0.918457031249997,1.283825366981604,0.2498441889943026
3,0.9327083438224332,0.9234918307738585,0.9192656621900476,0.9167691861505315,0.0,0.6756920430430876,0.9560274894775307,0.9205078124999971,1.28155369959318,0.24807316964532514
4,0.9330671229771085,0.9237529277545011,0.9194277580801289,0.9167906739796434,0.0,0.6760399136246594,0.9556233795684497,0.9206054687499973,1.2732864042620784,0.24160127797963968
5,0.9319817205586421,0.922775930112548,0.918472436870166,0.9159077097021806,0.0,0.6742633910287462,0.9546678109009558,0.9189453124999968,1.2377008863611618,0.21325553469928796
